movie_title,year,episode,song_title,artists
    de ondergang van de onan,1988.0,    NaN,    oh! carol,    neil sedaka
    hawkwind: the chronicle of the black sword,1985.0,    NaN,    magnu,    dave brock+hawkwind
    summerslam,2007.0,    NaN,    whine up,    kat deluna featuring elephant man
    zwei m�nchner in hamburg,1989.0,    extratouren (#,    careless whisper,    george michael
    yu-gi-oh! ,2011.0,    NaN,    careless whisper,    george michael+andrew ridgeley+craig robinson+the nasty delicious
    alpha and omega ,2014.0,    NaN,    careless whisper,    george michael
    simons danseskole,2010.0,    (#,    through the pauses,    ammoncontact featuring sach
    one tree hill,2003.0,    i love you but ive chosen darkness (#,    prayers for rain,    the cure
    passion & poetry: sams trucker movie,2013.0,    NaN,    one for the money,    kris kristofferson
    morfi  todos a la mesa,2015.0,    (,    naranjo en flor,    virgilio exp�sito+juan carlos baglietto
    muddy waters at chicagofest,1998.0,    NaN,    baby_ please don't go,    mckinley morganfield - aka muddy waters
    heavy petting,1989.0,    NaN,    whole lotta shakin goin on,    sunny david+curly williams+ricky nelson
    later... with jools holland,2008.0,    (#,    love you to life,    grace jones
    the last american virgin,1982.0,    NaN,    keep on loving you,    reo speedwagon
    torre de babel,1998.0,    (#,    be alone no more,    another level featuring jay-z
    zum teufel mit der wahrheit,2015.0,    NaN,    bohemian rhapsody (vocal removed for karaoke),    queen tribute band
    barrera de amor,2005.0,    barrera de amor (#,    quiero amanecer con alguien,    daniela romo+bebu silvetti
    distant thunder,1988.0,    NaN,    cheap black and white,    pat macdonald+timbuk 
    canadian idol,2003.0,    top ,    bad side of the moon,    elton john+bernie taupin+chad doucette
    woodstock diary,1994.0,    NaN,    try (just a little bit harder),    jerry ragovoy+chip taylor+janis joplin+maury baker+brad campbell+terry clements+cornelius snooky...
    taking woodstock,2009.0,    NaN,    try (just a little bit harder),    jerry ragovoy+chip taylor+janis joplin
    the office,2005.0,    night out (#,    worked up so sexual (album version),    the faint
    spoonfed reality,2011.0,    NaN,    i fell in love today,    ween
    the official top ,2015.0,    NaN,    can't get you out of my head (soulwax kyluss remix),    rob davis+cathy dennis+kylie minogue
    radio ,2010.0,    kylie minogue,    can't get you out of my head (soulwax kyluss remix),    kylie minogue+cathy dennis+rob davis
    z-listers,2014.0,    NaN,    can't get you out of my head (soulwax kyluss remix),    cathy dennis+rob davis+kylie minogue
    kylie showgirl: the greatest hits tour,2005.0,    NaN,    can't get you out of my head (soulwax kyluss remix),    cathy dennis+rob davis+kylie minogue
    kylie minogue: in your eyes,2002.0,    NaN,    can't get you out of my head (soulwax kyluss remix),    cathy dennis+rob davis+kylie minogue
    californias gold,1991.0,    santa rosa island,    la guacamaya,    los lobos
    the x factor,2008.0,    (#,    ,    miley cyrus
    the johnny cash show,1969.0,    (#,    country girl,    red lane+dottie west+jeannie c. riley
    the marty stuart show,2008.0,    lyle lovett (#,    country girl,    red lane+dottie west+connie smith
    the ballad of mary & ernie,2010.0,    NaN,    boogie on the beach,    the red elvises
    eastenders,1987.0,    (,    love changes (everything),    climie fisher
    how i got into college,1989.0,    NaN,    love changes (everything),    simon climie+rob fisher+dennis morgan+climie fisher
    time capsule,1990.0,    NaN,    eat for two (lp version),    natalie merchant+
    its always sunny in philadelphia,2005.0,    the gang wrestles for the troops (#,    kiss from a rose (kicks from a rhodes mix),    seal
    the bachelor at ,2016.0,    NaN,    kiss from a rose (kicks from a rhodes mix),    seal
    the johnny cash show,1969.0,    (#,    the very biggest circus of them all,    johnny cash
    electric light orchestra: out of the blue tour live at wembley,1978.0,    NaN,    sweet talkin' woman,    jeff lynne+electric light orchestra
    whats love got to do with it,1993.0,    NaN,    nutbush city limits,    simply the best sax: the hits of tina turner
    so you think you can dance,2005.0,    top ,    nutbush city limits,    simply the best sax: the hits of tina turner
    formula ,2009.0,    the malaysia grand prix (#,    nutbush city limits,    simply the best sax: the hits of tina turner
    asylum,1997.0,    (#,    parallel universe,    david devant and his spirit wife
    doogie howser  m.d.,1991.0,    roommate with a view (#,    until the next time,    dramarama
    in the army now,1994.0,    NaN,    until the next time,    john easdale+dramarama+arrangement with warner special products
    the weekend it lives,1992.0,    NaN,    treat 'em right,    chubb rock
    the catcher,1972.0,    NaN,    don't get around much anymore,    duke ellington+bob russell+piano red
    the black donnellys,2007.0,    pilot (#,    beautiful things,    andain
    scam,2001.0,    NaN,    remember me,    lucky dube+richard siluma
    off the air,2011.0,    animals (#,    let the blind lead those who can see but cannot feel,    atlas sound
    un  dos  tres... responda otra vez,2003.0,    la vuelta al mundo en ochenta d�as (#,    fuente de energ�a,    david mu�oz  /jos� mu�oz+estopa
    tapped,2009.0,    NaN,    change,    blind melon
    lipstick jungle,2008.0,    chapter seven: carpe threesome (#,    chains of love,    kreesha turner
    the soft parade: silent to the dark,2002.0,    NaN,    silent to the dark,    tom white+the electric soft parade
    anna,1998.0,    NaN,    roller girl,    michel colombier  et son orchestre+anna karina
    the blues brothers,1980.0,    NaN,    let the good times roll,    spo-de-odee+fleecie moore+louis jordan
    skins,2007.0,    everyone (#,    ring the alarm,    beyonc� knowles
    the darkness ii,2012.0,    NaN,    driving nowhere,    helmet+page hamilton
    morning light,2008.0,    NaN,    in the waiting line (sessions@aol),    sophie alexandra+jessica barker+henry binns+sam hardaker+zero 
    watch my lips,2003.0,    NaN,    everything falls into place,    sophie ellis-bextor  /andy boyd /ross newell+sophie ellis-bextor
    oliver & company,1988.0,    NaN,    buscando guayaba,    willie colon/ruben blades
    the holiday,2006.0,    NaN,    it may be winter outside (but in my heart it's spring),    barry white+paul politi+love unlimited
    entourage,2005.0,    the sundance kids (#,    hey sunshiney day,    the bravery
    the acid house,1998.0,    NaN,    leave home,    ed simons+sedgwick+the chemical brothers
    greys anatomy,2006.0,    yesterday (#,    just one breath,    devics
    things we lost in the fire,2007.0,    NaN,    sweet jane,    lou reed+the velvet underground+arrangement with warner music group film+tv licensing
    prozac nation,2001.0,    NaN,    sweet jane,    lou reed
    designing women,1997.0,    anthony jr. (#,    endless love,    lionel richie
    yakapin mo akong muli,1997.0,    NaN,    endless love,    lionel richie+snooky serna+albert martinez
    mafia ii,2010.0,    NaN,    strip polka,    the andrews sisters
    bandstand,1958.0,    (#,    the lonely one,    duane eddy+lee hazlewood
    trinidad,2008.0,    NaN,    breathe,    the cinematic orchestra
    zwei m�nner am herd,1999.0,    eine schwere entscheidung (#,    you'd be surprised,    marilyn monroe
    karaoke revolution presents: american idol encore,2008.0,    NaN,    time of the season,    rod argent
    la r�p�tition,2001.0,    NaN,    cherchez le garcon (solitaire),    taxi girl
    shindig!,1989.0,    (#,    i've been wrong before,    deborah allen+rafe van hoy+don cook+cilla black
    divine secrets of the ya-ya sisterhood,2002.0,    NaN,    c'est si triste,    ann savoy
    the point,1995.0,    NaN,    think about your troubles,    harry nilsson
    los n�,2006.0,    NaN,    turnedo,    iv�n ferreiro
    doctor who confidential,2007.0,    the eleventh doctor (#,    thnks fr th mmrs,    fall out boy
    rise of the footsoldier,2007.0,    NaN,    cherry red,    tony mcphee+the groundhogs
    rockworld,2014.0,    NaN,    escaping the smokers,    joshua bell;james newton howard
    true love,1989.0,    NaN,    the hucklebuck,    andy gibson+roy alfred+chubby checker
    poco pi� di un anno fa,2003.0,    NaN,    red baron (lp version),    billy cobham
    made in heaven,1987.0,    NaN,    why should we try anymore (album version),    hank williams
    dancing with the stars,2005.0,    week ,    it don't mean a thing (if it ain't got that swing),    the mills brothers
    eric clapton & friends in concert: a benefit for the crossroads centre at antigua,1999.0,    NaN,    river of tears (live),    eric clapton+simon climie
    personal spectator,2007.0,    NaN,    the river iv,    ketil bj�rnstad_ david darling
    keeping the faith,2000.0,    NaN,    pitseleh,    elliott smith
    one tree hill,2009.0,    i and love and you (#,    buried treasure,    grant lee phillips
    splendor,1999.0,    NaN,    digging your scene,    the blow monkeys
    this morning,1988.0,    (,    big big world,    emilia mitiku
    the blues,2003.0,    the road to memphis (#,    mystery train,    herman parker+sam phillips+little juniors blue flames
    ,2005.0,    songs you cant get out of your head (#,    sadie (the cleaning lady),    john farnham+raymond james gilmore+john madara+dave white
    baywatch,1993.0,    western exposure (#,    my baby loves me,    martina mcbride
    the crow,1994.0,    NaN,    burn,    robert smith+simon gallup+boris williams+perry bamonte+the cure
    new edition past and present,1989.0,    NaN,    popcorn love,    new edition
    subterranean,2003.0,    louis xiv,    finding out true love is blind (jimmy kimmel live version),    louis xiv
    the marty stuart show,2008.0,    john rich (#,    the good lord and the man,    john rich
    go  johnny  go!,1979.0,    NaN,    memphis  tennessee,    chuck berry
    pro evolution soccer ,2010.0,    NaN,    cousins,    vampire weekend
    perfect,1985.0,    NaN,     (closest thing to) perfect,    jermaine jackson+michael omartian+bruce sudano
    hearts in atlantis,2001.0,    NaN,    everything's gonna be alright,    little walter
    top of the pops,1964.0,    (,    i feel love (total control remix),    crw
    kevin & perry go large,2000.0,    NaN,    i feel love (total control remix),    a. remondini+m. picotto+crw
    drive  she said,1997.0,    NaN,    ,    sunny day real estate
    this is england ,2010.0,    (#,    fast cars (live),    howard devoto+steve diggle+pete shelley+the buzzcocks
    veronica mars,2014.0,    NaN,    youll never find another love like mine,    kenny gamble+leon huff+lou rawls+arrangement with sony music licensing
    women of the house,1995.0,    thats what friends are for (#,    youll never find another love like mine,    kenny gamble+leon huff+lou rawls
    ice age: dawn of the dinosaurs,2009.0,    NaN,    youll never find another love like mine,    lou rawls
    the heart is deceitful above all things,2004.0,    NaN,    karen koltrane,    kim gordon+thurston moore+steve shelley+lee ranaldo+sonic youth
    the ripper hoaxer: wearside jack,2006.0,    NaN,    thank you for being a friend (theme from 'golden girls'),    andrew gold
    unbreakable kimmy schmidt,2015.0,    kimmy goes to court! (#,    thank you for being a friend (theme from 'golden girls'),    andrew gold+lauren adams
    �pechos fuera!,2009.0,    NaN,    thank you for being a friend (theme from 'golden girls'),    andrew gold+cynthia fee
    the golden girls,1985.0,    foreign exchange (#,    thank you for being a friend (theme from 'golden girls'),    andrew gold+cynthia fee
    the golden girls,1985.0,    nice and easy (#,    thank you for being a friend (theme from 'golden girls'),    andrew gold+cynthia fee
    the golden girls,1985.0,    not another monday (#,    thank you for being a friend (theme from 'golden girls'),    andrew gold+cynthia fee
    the golden girls,1985.0,    room seven (#,    thank you for being a friend (theme from 'golden girls'),    andrew gold+cynthia fee
    the golden girls,1985.0,    sick and tired: part ,    thank you for being a friend (theme from 'golden girls'),    andrew gold+cynthia fee
    the golden girls,1985.0,    thats for me to know (#,    thank you for being a friend (theme from 'golden girls'),    andrew gold+cynthia fee
