Title,Rating,Editor Rating,MSRP,Type,Processor Name,Processor Speed,Operating System,RAM,Graphics Card,Storage Capacity (as Tested),Storage Type,Screen Size,Resolution,Screen Type,Weight,Battery Rundown,PCMark7,PCMark 8 - Work Conventional,"3-D BENCHMARK TESTS - 3DMark06 - 1,024 x 768 - Default",3-D BENCHMARK TESTS - 3DMark06 - Native – 0X/4X,3DMark 11 Entry - 3D Benchmark Tests,3DMark 11 Extreme - 3D Benchmark Tests,3DMark - Cloud Gate,3DMark - Fire Strike Extreme,"Lost Planet 2 (DX9) - Middle quality - 1,024 x 768- AA/AF=Off/Off",Lost Planet 2 (DX9) - High quality - Native - AA/AF= 0X/4X,"Crysis - Medium quality - 1,024 x 768 - AA/AF=Off/Off",Crysis - High quality - Native - AA/AF= 0X/4X,"Heaven - Mid quality - 1,366 x 768 - AA/AF=Off/Off",Heaven - Max quality - Native - AA/AF=4X/4X:,Heaven 4.0 - Medium Quality - 1366 x 768 - Off,Heaven 4.0 - Ultra Quality - Native - 4X,"Aliens vs. Predator - Mid quality - 1,366 x 768 - AA/AF=Off/Off",Aliens vs. Predator - Max quality - Native - AA/AF=4X/4X,Valley 1.0 - Medium Quality - 1366 x 768 - Off,Valley 1.0 - Ultra Quality - Native 4X,Handbrake Multimedia Tests,Handbrake 0.9.9,CineBench 11.5 Multimedia Tests,CineBench R15,MULTIMEDIA TESTS - PhotoShop CS5,Photoshop CS6 Multimedia Tests,MobileMark 2007- Performance score,MobileMark 2007 – Standard Battery Productivity Load (hrs:min)
Apple iMac G5 (2.0 GHz),5.00,outstanding,1799.00," Mainstream, Multimedia, Business", PowerPC G5, 2 GHz, Mac OS X 10.4, 512 MB,, 250 GB,, 20 inches, 1680 x 1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google Chromebook Pixel (2015),4.00,excellent,999.00," General Purpose, Media, Desktop Replacement", Intel Core i5-5200U, 2.2 GHz, Google Chrome OS, 8 GB, Intel HD Graphics 5500, 32 GB, SSD, 12.85 inches, 2560 x 1700, Standard, 3.3 lb, 12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zotac Zbox Sphere OI520 Plus,4.00,excellent,479.99, Value, Intel Core i5-4200U, 1.6 GHz," Linux, Microsoft Windows 7 Home Premium, Microsoft Windows 8", 4 GB, Intel HD Graphics 4400, 500 GB, HDD, N/A inches,,,,,, 2713,,,,, 4063, 236,,,,,,, 11, 3,,, 12, 3,, 3:18 min:sec,, 233,, 5:48 min:sec,,
Falcon Northwest Mach V (Quad-Core),4.50,excellent,8195.00, Gaming, Intel Core 2 Extreme QX6700, 2.6 GHz, MS Windows XP Professional, 2 GB, Nvidia GeForce 8800GTX SLI, 1050 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vizio 24-Inch All-in-One (CA24T-A4),4.00,excellent,1299.00, All-in-one, Intel Core i5-3210M, 2.5 GHz, Microsoft Windows 8, 6 GB, Intel HD Graphics 4000, 1000 GB,, 24 inches, 1920 x 1080,,,, 2970,,,, 1110, 219,,,,,,, 12,,,, 14, 5,,, 4:45 min:sec,, 2.9 min:sec,,, 1:13 min:sec,,
Sony VAIO VGN-AR590E,3.50,good,3299.00," Gaming, Media", Intel Core 2 Duo T7300, 2 GHz, Microsoft Windows Vista Home Premium, 2 GB, Nvidia GeForce 8600M GT, 320 GB,, 17 inches,, Widescreen, 8.2 lb,,,,, 2613,,,,,,,,,,,,,,,,,,,,,,,,
HP Pavilion dv6-3143cl,3.50,good,800.00," General Purpose, Media, Desktop Replacement", AMD Phenom II N640 Dual-Core, 2.9 GHz, Microsoft Windows 7 Home Premium, 4 GB, AMD Mobility Radeon HD 4250, 640 GB,, 15.6 inches, 1366 x 768, Widescreen, 5.3 lb,,,, 2203, 1139,,,,,,,,,,,,,,,,, 3:08 min:sec,, 1.66,, 6:48 min:sec,,, 4:45
Sony VAIO VPC-EH35FM/B,4.00,excellent,630.00," General Purpose, Value, Small Business, Desktop Replacement", Intel Core i5-2450M, 2.5 GHz, Microsoft Windows 7 Home Premium, 6 GB, Intel HD Graphics 3000, 640 GB,, 15.5 inches, 1366 x 768, Widescreen, 5.2 lb,, 2400,, 5021, 2541,,,,, 18.9, 9.4, 18.9,,,,,,,,,, 1:47 min:sec,, 2.78,, 3:55 min:sec,, 300, 4:53
Dell Inspiron 13 7000 Series 2-in-1,4.00,excellent,799.99," Ultraportable, Tablet", Intel Core i5-4210U, 1.7 GHz, Windows 8.1, 8 GB, Intel HD Graphics 4400, 500 GB, HDD, 13.3 inches, 1920 x 1080, Widescreen, 3.7 lb, 6:45,, 2686,,,,, 4108, 237,,,,,,, 11, 3,,, 6, 3,, 3:29 min:sec,, 240,, 5:43 min:sec,,
WinBook Jiv Mini,4.50,excellent,1200.00," Multimedia, Digital Entertainment System", Intel Core Duo T2300, 1.66 GHz, MS Windows XP Media Center Edition 2005, 1 GB,, 100 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS S6F,3.50,good,2199.00, Ultraportable,, 1.5 GHz, MS Windows XP Professional, 1 GB, Intel GMA 950, 100 GB,, 11.1 inches,, Widescreen, 3.4 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG X120,3.00,good,400.00," General Purpose, Ultraportable, Value, Netbook", Intel Atom N270, 1.6 GHz," MS Windows XP Home, MS Windows XP Home", 1 GB, Intel GMA 950, 160 GB,, 10.1 inches,, Widescreen, 2.8 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,, 72, 5:46
Alienware Area-51m,3.50,good,2557.00," Gaming, Media",, 3.4 GHz, MS Windows XP Professional, 1 GB, AMD Mobility Radeon 9700, 60 GB,, 15.4 inches,,, 8.8 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cybernet iOne-H5,3.00,good,1177.00," All-in-one, Small Business, Touchscreen All-In-One", Intel Core i7-860, 2.8 GHz, Microsoft Windows 7 Professional, 8 GB, AMD Radeon HD 5730, 500 GB,, 20 inches, 1920 x 1080,,,, 2539,,,, 2022, 353,,,,,,,,,,,,,,, 1:20 min:sec,, 5,, 3:43 min:sec,,,
Raspberry Pi 2 Model B,4.00,excellent,35.00, Value, Broadcom BCM2836 ARM7, 900 MHz,,,, 0 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo ThinkPad T410s,4.00,excellent,1504.00," Ultraportable, Business, Small Business", Intel Core i5-520M, 2.4 GHz, Microsoft Windows 7 Professional, 4 GB, Intel GMA HD, 250 GB,, 14.1 inches,, Widescreen, 3.9 lb,,,,, 1655,,,,,,,,,,,,,,,,,,,,,,, 210, 3:58
HP Pavilion p6247c-b,3.50,good,799.99," Mainstream, Value", AMD Athlon II X4 620, 2.6 GHz, Microsoft Windows 7 Home Premium, 6 GB, Nvidia GeForce 9100, 500 GB,, 23 inches, 1920 x 1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Compaq 8200 Elite All-in-One PC,3.00,good,1859.00," Business, All-in-one, Small Business", Intel Core i7-2600S, 2.9 GHz, Microsoft Windows 7 Professional, 4 GB, Intel HD Graphics 2000, 500 GB,, 23 inches, 1920 x 1080,,,, 2876,,,,,,,,,,,,,,,,,,,, 1:18 min:sec,, 5.6,, 3:02 min:sec,,,
HP Pavilion Elite e9120f,3.50,good,819.99,, AMD Phenom II X4 910, 2.6 GHz, Microsoft Windows Vista Home Premium, 8 GB, AMD Radeon HD 4350, 1000 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Precision M6600,,,2221.99,, Intel Core i5-2520M, 2.5 GHz, Microsoft Windows 7 Professional, 4 GB, AMD FirePro M8900, 320 GB,, 17.3 inches, 1600 x 900, Widescreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apple MacBook Pro 13-Inch, Retina Display (2014)",4.50,excellent,1299.99, Ultraportable, Intel Core i5-4278U, 2.6 GHz, Mac OS X 10.9 Mavericks, 8 GB, Intel Iris Graphics, 128 GB, SSD, 13.3 inches, 2560 x 1600, Widescreen, 3.38 lb, 13:41 hrs:min,,,,,,,,,,,,,,, 17, 5,,, 17, 5,, 2:32 min:sec,, 279,, 4:11 min:sec,,
Lenovo Yoga 3 Pro,4.00,excellent,1299.99," Ultraportable, Tablet", Intel Core M 5Y70, 1.1 GHz," Microsoft Windows 8, Windows 8.1"," 8 GB, 8 GB"," Intel HD Graphics 5300, Intel HD Graphics 5300", 256 GB, SSD, 13.3 inches, 3200 x 1800, Widescreen, 2.6 lb, 8:19,, 2094,,,,, 2977, 202,,,,,,, 8, 1,,, 7, 1,, 5:55 min:sec,, 147,, 6:55 min:sec,,
Dell Inspiron 14R-1898MRB,4.00,excellent,750.00," General Purpose, Media, Value", Intel Core i3 350M, 2.27 GHz, Microsoft Windows 7 Home Premium, 4 GB, Intel GMA HD, 500 GB,, 14.1 inches,, Widescreen, 4.9 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,, 202, 4:27
Falcon Northwest Mach V (Core i7-3960X),4.50,excellent,6899.00, Gaming, Intel Core i7-3960X, 3.3 GHz overclocked @ 4.8 GHz, Microsoft Windows 7 Ultimate, 32 GB, Nvidia GeForce GTX 580 Triple SLI, 2512 GB,,,,,,, 6154,,,, 22428, 6505,,,,,,,,,,,,,,, 12.85 min:sec,, 0:54,, 2:21 min:sec,,,
Fujitsu Stylistic Q550 (Intel Atom Z690),4.00,excellent,999.00, Tablet, Intel Atom Z690, 1.7 GHz, Microsoft Windows 7 Professional," 2 GB, 2 GB"," Intel GMA HD 600, Intel GMA HD 600", 62 GB,, 10.1 inches, 1280 x 800, Widescreen, 1.87 lb,, 812,,,,,,,,,,,,,,,,,,,,,, 0.19,,,,, 7:08
Lenovo ThinkPad Yoga 11e,3.50,good,799.00," General Purpose, Ultraportable, Value, Tablet", Intel Celeron N2930, 1.83 GHz, Windows 8.1, 4 GB, Intel HD Graphics, 500 GB, HDD, 11.6 inches, 1366 x 768, Widescreen, 3.7 lb, 6:22,, 1615,,,,, 1477,,,,,,,, 3, 2,,, 4, 2,, 5:48 min:sec,, 130,, 14:42 min:sec,,
Averatec AV4265-EH1,3.50,good,1199.00," General Purpose, Ultraportable, Value", Intel Pentium M 730, 1.6 GHz, MS Windows XP Home, 512 MB, Intel GMA 900 GM, 80 GB,, 13.3 inches,, Standard, 4.3 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiba Satellite Radius 12 (P20W-CST3N01),4.00,excellent,799.99," Convertible, General Purpose, Ultraportable", Intel Core i5-6200U, 2.3 GHz, Windows 10, 8 GB, Intel HD Graphics 520, 256 GB," SSD, SSD", 12.5 inches, 1920 x 1080, Widescreen, 2.9 lb, 7:45,," 2,921",,,,," 5,736", 371,,,,,,, 19, 5,,, 23, 5,, 2:30 min:sec,, 287,, 4:32 min:sec,,
HP Envy Sleekbook 6-1010us ,2.00,fair,700.00," Ultraportable, Consumer Ultra-Low Voltage, Ultrabook",, 2.1 GHz,, 4 GB, AMD Mobility Radeon 7500, 500 GB,, 15.6 inches, 1366 x 768, Widescreen, 4.48 lb,, 1361,, 3932, 2930,,,,, 21, 12,,,,,,,,,,, 4:05 min:sec,, 0.87,, 8:05 min:sec,,, 5:35
Sony Xperia Tablet Z,4.00,excellent,499.99,,, 1.5 GHz, Google Android 4.1.1, 2 GB, ARM Adreno 320, 16 GB, SSD, 10.1 inches,, TFT LCD, 1.09 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Slate 21,1.00,dismal,399.00," All-in-one, Touchscreen All-In-One", Nvidia Tegra 4 (T40), 1.1 GHz,, 1 GB,, 8 GB, SSD, 21.5 inches, 1920 x 1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ViewSonic NextVision M1200,4.00,excellent,2000.00,,,,, 512 MB,, 160 GB,, 17 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Travelmate 611TXRI,3.00,good,1999.00,,,,, 128 MB,, 18.6 GB,, 14.1 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire S7-393-7451,4.00,excellent,1299.99, Ultrabook, Intel Core i7-5500U, 2.4 GHz, Windows 8.1, 8 GB, Intel HD Graphics 5500, 256 GB, SSD, 13.3 inches, 1920 x 1080, Widescreen, 2.87 lb, 9:57,, 2428,,,,, 4536, 340,,,,,,, 14, 4,,, 16, 4,, 1:19 min:sec,, 198,, 3:04 min:sec,,
CyberPower Gamer Xtreme M1,3.50,good,2150.00," Gaming, Media", Intel Core 2 Duo P8600, 2.4 GHz, Microsoft Windows Vista Home Premium, 4 GB, AMD Mobility Radeon HD 3870 CrossFireX, 250 GB,, 17 inches,, Widescreen, 9.6 lb,,,,, 10233,,,,,,,,,,,,,,,,,,,,,,, 227, 2:04
Toshiba Satellite L655-S5161X,3.50,good,700.00," General Purpose, Value, Desktop Replacement", Intel Core i3-2310M, 2.1 GHz, Microsoft Windows 7 Home Premium, 4 GB, Intel HD Graphics 3000, 500 GB,, 15.6 inches, 1366 x 768, Widescreen, 5.3 lb,,,, 4551, 3787,,,,, 16.7,, 14.1,,,,,,,,,, 3:09 min:sec,, 2.02,, 5:50 min:sec,, 236, 5:47
Lenovo ThinkPad X130e,4.00,excellent,495.00," General Purpose, Ultraportable, Value, Netbook", AMD E-300, 1.3 GHz," Microsoft Windows 7 Professional, Microsoft Windows 7 Professional", 2 GB, AMD Radeon HD 6310, 320 GB,, 11.6 inches, 1366 x 768, Widescreen, 3.53 lb,,,,,,,,,,,,,,,,,,,,,, 9:37 min:sec,, 0.42,,,,, 5:38
Asus MeMO Pad HD 7,4.00,excellent,149.99,,, 1.2 GHz, Google Android 4.2.1, 1 GB, IMG PowerVR SGX544, 16 GB, SSD, 7 inches,, TFT LCD, 10.7 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polywell Nano i3-Q7,4.00,excellent,595.00," Value, Small Business, Nettop", Intel Core i3-3217U, 1.8 GHz, Microsoft Windows 7 Home Premium, 8 GB, Intel HD Graphics 4000, 64 GB, SSD,,,,,, 3344,,,, 1144, 211,,,,,,, 12,,,, 13, 5,,, 0:45 min:sec,, 1.73,,, 7:54 min:sec,,
Apple MacBook 13-inch (White),4.00,excellent,1099.00," General Purpose, Media, Value", Intel Core Duo T2500, 1.83 GHz, Mac OS X, 512 MB, Intel GMA 950, 60 GB,, 13.3 inches,, Widescreen, 5.1 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Tab 2 A10-70,3.50,good,199.99,,, 1.7 GHz, Android 5.0, 2 GB,, 16 GB, SSD, 10.1 inches,, IPS LCD, 17.9 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABS Awesome 3350,4.00,excellent,999.00, Value,,,, 512 MB,, 120 GB,, 17 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adaptec VideOh! DVD,3.00,good,199.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archos 80 G9,,,299.99,,, 1 GHz, Google Android 3.0 or higher,,, 8 GB,, 8 inches,,, 1.06 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcon Northwest Mach V (GTX 980),4.00,excellent,8039.00, Gaming, Intel Core i7-5960X, 4.7 MHz, Windows 8.1, 32 GB, Nvidia GeForce GTX 980, 3512 GB," HDD, SSD", N/A inches,,,,,, 3702,,,,, 42163, 10072,,,,,,, 260, 124,,, 111, 108,, 0:31 min:sec,, 1717,, 2:21 min:sec,,
Sony VAIO VGN-SZ280P (Intel Core 2 Duo),,,2889.99, Ultraportable, Intel Core Duo T2500, 2 GHz, MS Windows XP Professional,, Intel GMA 950, 2 GB,, 13.3 inches,, Widescreen, 3.72 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell XPS M1210,4.00,excellent,2641.00," Media, Ultraportable, Business, Small Business", Intel Core Duo T2600, 2.16 GHz, MS Windows XP Media Center, 1 GB, Nvidia GeForce Go 7400, 80 GB,, 12.1 inches,, Widescreen, 5 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony VAIO VPC-EA36FMW,4.00,excellent,799.99, General Purpose, Intel Core i3-370M, 2.4 GHz, Microsoft Windows 7 Home Premium, 4 GB, Intel GMA HD, 500 GB,, 14 inches, 1366 x 768, Widescreen, 4.9 lb,,,, 1874, 1690,,,,,,,,,,,,,,,,, 3:05 min:sec,, 1.97,, 5:37 min:sec,,, 4:10
eMachines T6212,3.50,good,629.00, Mainstream,, 2 GHz, Microsoft Windows XP Home, 512 MB,, 160 GB,, 15 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idolian Mini Studio,2.50,fair,178.00,,, 1.6 GHz, Google Android 4.1.1, 1 GB,, 8 GB, SSD, 8 inches,, TFT LCD, 14.8 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo ThinkPad T410,4.00,excellent,1484.00," General Purpose, Media, Business, Small Business", Intel Core i5-540M, 2.53 GHz, Microsoft Windows 7 Professional, 4 GB, Nvidia Quadro 3100M, 320 GB,, 14.1 inches,, Widescreen, 5.5 lb,,,,, 3067,,,,,,,,,,,,,,,,,,,,,,,, 5:30
Apple eMac,2.00,fair,799.00, Mainstream, PowerPC G4,, Mac OS X 10.3, 256 MB, AMD Radeon 9200, 40 GB,, 17 inches, 1280 x 1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Pavilion 15-B168CA,3.50,good,699.99," General Purpose, Ultraportable", AMD A8-4555M, 1.6 GHz, Microsoft Windows 8, 8 GB, AMD Radeon HD 7600G, 1000 GB, HDD, 15.6 inches, 1366 x 768, Widescreen, 5.07 lb, 3:19 hrs:min, 1510,,,, 1387, 279,,,,,,, 9.9,,,, 18.5, 11.7,,, 5:30 min:sec,, 1.34 min:sec,,, 8:52 min:sec,,
Juno Power HUE Pro,4.00,excellent,59.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo ThinkPad T60,4.50,excellent,2599.00, Business, Intel Pentium M T2500, 2 GHz, MS Windows XP Professional, 1 GB, AMD Mobility Radeon X1400, 100 GB,, 15 inches,, Standard, 6.2 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBM ThinkPad A31p,3.00,good,,,, 1.7 GHz,,,, 60 GB,, 15 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI AG270 Gaming All-in-One (2PC-006US),4.00,excellent,1999.99," Gaming, All-in-one", Intel Core i7-4860HQ, 2.4 GHz, Windows 8.1, 16 GB, Nvidia GeForce GTX 870M, 1256 GB," HDD, SSD", 27 inches, 1920 x 1080,,,,, 3476,,,,, 16612, 2139,,,,,,, 79, 27,,, 101, 36,, 1:17 min:sec,, 611,, 3:09 min:sec,,
Polywell Poly 880K7-1200,3.00,good,999.00,,,,, 128 MB,, 40 GB,, 17 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polywell Poly 939N-FX55 (Iss. 21 2004),4.00,excellent,2995.00, Gaming,,, Microsoft Windows XP Professional, 1 GB, Nvidia GeForce FX 6800 Ultra, 148 GB,, 19 inches, 1792 x 1344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung ATIV One 7 (DP700A3D-A01US),4.00,excellent,1099.99," All-in-one, Touchscreen All-In-One", Intel Core i5-3470T, 2.9 GHz, Microsoft Windows 8, 6 GB, Intel HD Graphics 2500, 1000 GB, HDD, 23.6 inches, 1920 x 1080,,,, 2897,,,, 761, 139,,,,,,, 7,,,, 7, 5,,, 1:06 min:sec,, 3.27 min:sec,,, 4:43 min:sec,,
Razer Blade (2016),4.00,excellent,1999.99," Gaming, Gaming Ultraportable", Intel Core i7-6700HQ, 2.6 MHz, Windows 10, 16 GB, Nvidia GeForce GTX 970M, 256 GB, SSD, 14 inches, 3200 x 1800, Widescreen, 4.26 lbs, 5:04,," 2,886",,,,," 19,892"," 3,349",,,,,,, 113, 15,,, 94, 17,, 1:08 min:sec,, 672,, 3:07 min:sec,,
Asus K53E-RBR4,3.50,good,630.00," General Purpose, Value", Intel Core i3-2330M, 2.2 GHz, Microsoft Windows 7 Home Premium, 6 GB, Intel HD Graphics 3000, 640 GB,, 15.6 inches, 1366 x 768, Widescreen, 5.6 lb,, 1786,, 4469, 3723,,,,, 17.7,, 10.4,,,,,,,,,, 2:17 min:sec,, 2.12,, 5:18 min:sec,,, 5:04
Samsung Galaxy Tab 7.7 (Verizon Wireless),3.50,good,549.99,,, 1.4 GHz, Google Android 3.0 or higher,,, 16 GB,, 7.7 inches,,, 11.8 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gateway's All-in-One Gets a Boost,3.00,good,1499.99,,,,, 256 MB,, 80 GB,, 17 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia Booklet 3G,3.00,good,600.00," General Purpose, Ultraportable, Value, Netbook", Intel Atom Z530, 1.6 GHz," Microsoft Windows 7 Home Premium, Microsoft Windows 7 Home Premium", 1 GB, Intel GMA 500, 120 GB,, 10.1 inches,, Widescreen, 2.7 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 8:50
Asus ET2700INKS-B062C,3.50,good,1499.00," Multimedia, All-in-one", Intel Core i7-2600S, 2.8 GHz, Microsoft Windows 7 Home Premium, 8 GB, Nvidia GeForce GT 540M, 1000 GB,, 27 inches, 1920 x 1080,,,,,,,, 1818, 321,,,,,,,,,,,,,,, 1:17 min:sec,, 5.6,, 2:58 min:sec,,,
Asus Eee Pad Transformer Prime TF201,4.00,excellent,499.99,,, 1.4 GHz, Google Android 3.0 or higher,,, 32 GB,, 10.1 inches,,, 1.25 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aberdeen Stirling 208S,4.00,excellent,6750.00, Server,,," Windows Server 2003, Windows Server 2003", 1 GB,, 219 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiba Portégé M400-S933,4.00,excellent,1699.00," General Purpose, Media, Tablet", Intel Pentium M T1300, 1.67 GHz, MS Windows XP Tablet PC Edition, 512 MB, Intel GMA 950, 80 GB,, 12.1 inches,, Standard, 4.7 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer TravelMate 2203LCi,3.50,good,699.00, Value, Intel Celeron D 335, 2.8 GHz, MS Windows XP Home, 256 MB, AMD Mobility Radeon 9000, 40 GB,, 15 inches,, Standard, 7.4 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iBuypower Gamer Power BTS11,4.00,excellent,999.00," Gaming, Multimedia", Intel Core i5-2500K, 3.3 GHz, Microsoft Windows 7 Home Premium, 8 GB, Nvidia GeForce GTX 550Ti, 750 GB,,, 1920 x 1080,,,, 3603,,,, 4257, 830,,,,,,,,,,,,,,, 1:02 min:sec,, 6.68,, 2:38 min:sec,,,
Toshiba Qosmio G35-AV660,3.50,good,2999.99, Media, Intel Core 2 Duo T7200, 2 GHz," MS Windows XP Media Center, MS Windows XP Media Center", 2 GB, Nvidia GeForce Go 7600, 240 GB,, 17 inches,, Widescreen, 10.3 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Inspiron 8600 (Iss. 21 2004),3.50,good,1749.00," Gaming, General Purpose, Media",, 2 GHz, MS Windows XP Home, 512 MB, AMD Radeon 9600, 60 GB,, 15.4 inches,, Widescreen, 7.1 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo ThinkPad T440s,3.50,good,1499.00," Business, Small Business", Intel Core i5-4200U, 1.6 GHz, Microsoft Windows 8 Professional, 4 GB, Intel HD Graphics 4400, 128 GB, SSD, 13 inches, 1920 x 1080, Widescreen, 3.5 lb, 7:21 hrs:min, 4562,,,, 1362, 251,,,,,,, 14,,,, 13, 5,,, 1:20 min:sec,, 2.37,,, 5:59 min:sec,,
Jumbo-Screen Apple Portable Delivers,4.00,excellent,3299.00,,, 1 GHz,, 512 MB,, 60 GB,, 17 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiba Tecra M8-S8011,3.50,good,1250.00," General Purpose, Media, Business, Small Business", Intel Core 2 Duo T7100, 1.8 GHz, Microsoft Windows Vista Business, 1 GB, Intel GMA 950, 120 GB,, 13.3 inches,, Widescreen, 4.5 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2:51
Sony VAIO PCG-FR130,3.00,good,,,, 1.67 GHz,, 512 MB,, 40 GB,, 14.1 inches,,, 7.5 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell XPS 15z,4.00,excellent,1534.00," Gaming, General Purpose, Media, Desktop Replacement", Intel Core i7-2620M, 2.7 GHz, Microsoft Windows 7 Home Premium, 8 GB, Intel HD Graphics 3000, 750 GB,, 15.6 inches, 1920 x 1080, Widescreen, 5.5 lb,,,, 8909, 5541,,,,, 37.1, 12.4, 58.5,,,,,,,,,, 2:17 min:sec,, 3.03,, 3:40 min:sec,, 360, 6:22
Asus Essentio CM1730-05,3.00,good,569.99," Mainstream, Value", AMD Phenom II X6 1065T, 2.6 GHz, Microsoft Windows 7 Home Premium, 8 GB, AMD Radeon HD 3000, 1000 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI GX70 3Be-007US ,4.00,excellent,1399.00, Gaming, AMD A10-5750M, 2.5 - 3.5 GHz, Microsoft Windows 8, 8 GB, AMD Radeon HD 8970M, 750 GB, HDD, 17.3 inches, 1920 x 1080, Widescreen, 8.6 lbs, 4:16 hrs:min, 1680,,,, 5262, 1990,,,,,,, 79,,,,, 43,,, 1:46 min:sec,, 2.07 min:sec,,, 6:21 min:sec,,
Microsoft Surface Windows 8 Pro,4.00,excellent,999.00, Tablet, Intel Core i5-3317U, 1.7 GHz, Microsoft Windows 8," 4 GB, 4 GB"," Intel HD Graphics 4000, Intel HD Graphics 4000", 128 GB, SSD, 10.6 inches,, Widescreen, 2 lb, 4:58 hrs:min, 4786,,,, 1055, 206,,,,,,, 8,,,, 11, 5,,, 1:28 min:sec,, 2.39,,, 6:11 min:sec,,
HP Compaq nc6320,4.00,excellent,1799.00, Business, Intel Pentium M T2500, 2 GHz, MS Windows XP Professional, 1 GB, Intel GMA 950, 80 GB,, 15 inches,, Standard, 6.1 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP TouchSmart 620-1080 3D,4.00,excellent,1899.99, Touchscreen All-In-One, Intel Core i5-2400, 3.1 GHz, Microsoft Windows 7 Home Premium, 8 GB, AMD Radeon HD 6670A, 1500 GB,, 23 inches, 1920 x 1080,,,, 2636,,,, 2248, 424,,,,,,,,,,,,,,, 1:20 min:sec,, 4.91,, 3:33 min:sec,,,
Voodoo Envy 133,3.50,good,2449.00," Media, Ultraportable, Small Business", Intel Core 2 Duo P7500, 1.6 GHz, Microsoft Windows Vista Business, 2 GB, Intel GMA X3100, 80 GB,, 13.3 inches,, Widescreen, 3.5 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,, 150, 2:48
Dell Latitude 12 Rugged Extreme,4.00,excellent,4729.00, Business, Intel Core i5-4300U, 1.9 GHz, Windows 8.1 Pro, 8 GB, Intel HD Graphics 4400, 256 GB, SSD, 11.6 inches, 1366 x 768, Widescreen, 6.07 lb, 8:44 hrs:min,, 3061,,,,, 3160, 287,,,,,,, 14, 6,,, 15, 6,, 6:09 min:sec,, 120,, 4:35 min:sec,,
